text,user_mentions_count,hashtag_count,quoted_status,binary_in_reply_to_user_id,binary_in_reply_to_screen_name,binary_in_reply_to_status_id,possibly_sensitive,user_statuses_count,user_followers_count,user_following_count,user_list_count,user_contributors_enabled,popularHashtag1,popularHashtag2,popularHashtag3,popularHashtag4,popularHashtag5,popularHashtag6,popularHashtag7,popularHashtag8,popularHashtag9,popularHashtag10,10 min RT,10 min FAVE,30 min RT,30 min FAVE,1 hr RT,1 hr FAVE,20 hr RT,20 hr FAVE,Classification,matlab,actual
January https://t.co/IsUeWuSVZA,0,0,1,0,0,0,0,9780,37329,135,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,
Pushed through all the pain! Hard work truly does pay off!💪🏼 Blessed to have gotten All Tournament Team!🏀 https://t.co/Rg5DD0nYH8,0,0,0,0,0,0,0,16772,625,380,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,13,1,15,4,43,1,,
y'all i'd like to point out that selena and justin are becoming a thing again so it isn't likely her and niall will be together,0,0,0,0,0,0,0,7568,2806,913,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Luke Walton might be the first man in NBA history to earn himself a head coaching job after 21 games of work.,0,0,0,0,0,0,0,35337,544,296,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,,
come to journeys at the galleria rn and buy some shoes,0,0,0,0,0,0,0,10092,1426,930,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,5,0,,
When your coworker asks you to teach her some Spanish &#44; so you start her off with bad words 😂😂😂😂😂,0,0,0,0,0,0,0,8977,621,767,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,3,0,,
@ItsJustPort At least he tried,1,0,0,1,1,1,0,46079,8640,396,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,9,0,10,1,,
PSA @holly2398 Is hungry https://t.co/b7svPxQdo0,1,0,0,0,0,0,0,10416,525,480,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
[TW] Miami Beach police shot &amp; killed a shirtless man near Art Basel this morning: https://t.co/rnLAj5DTLy https://t.co/W6FDX32qj3,0,0,0,0,0,0,0,9418,20721,442,528,0,0,0,0,0,0,0,0,0,0,0,35,4,45,7,53,8,168,40,1,,
Almost sold out! Get them while they are here. Limited quantities available // we ship wil… https://t.co/ou4PGZVs6G https://t.co/Uz4LCarFmh,0,0,0,0,0,0,0,1942,9115,499,192,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,3,2,3,0,,
Sorry guys there was no service in the school. I ended up losing both matches but I learned a lot. I'll post the videos soon,0,0,0,0,0,0,0,11606,16107,61,119,0,0,0,0,0,0,0,0,0,0,0,0,32,1,48,3,59,7,122,1,,
My mind is full of unsaid thoughts.,0,0,0,0,0,0,0,103470,13573,10452,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Not a bad view to finish off the week https://t.co/6fTrPTxExx,0,0,0,0,0,0,0,2584,1642,134,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,5,0,,
Why'd you have to fuck it all up,0,0,0,0,0,0,0,25060,2254,701,22,0,0,0,0,0,0,0,0,0,0,0,1,4,1,5,1,5,1,5,0,,
Sny is the cutest,0,0,0,0,0,0,0,7572,643,490,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,1,4,1,5,0,,
"we had a christmas concert at school and I kept looking @ leah and saying ""the pentatonix version is better""",0,0,0,0,0,0,0,15952,2055,196,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,5,0,,
We use to trap by the texaco,0,0,0,0,0,0,0,6309,2470,758,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
it's crazy how much of an affect one person can have on you,0,0,0,0,0,0,0,14391,843,587,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,,
Hell some of y'all started two seconds after she tweeted what she did.,0,0,0,1,1,1,0,63872,1563,99,15,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,4,1,5,3,0,,
Ohhh juuust like you know me&#44; tweeting me and all...Nkt geeeerrrrraaaaarrraaahhhhiiiiaaa https://t.co/ACIhCiMdax,0,0,1,0,0,0,0,54936,228184,793,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,4,0,,
a couple weeks ago😩😍 https://t.co/Wi98JisjeY,0,0,0,0,0,0,0,59034,1161,761,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,,
SILENCE OF THE LAMBS&#44; TONIGHT,0,0,0,0,0,0,0,131026,22396,446,176,0,0,0,0,0,0,0,0,0,0,0,5,14,7,18,7,18,7,19,1,,
That ain't your girl no more b. She belongs to the TL now.  https://t.co/e6mtkYaATw,0,0,1,0,0,0,1,205124,1982,1615,12,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,3,2,3,2,0,,
just a lil psyched for @theweeknd tonight https://t.co/6omgxlo6P4,1,0,0,0,0,0,0,11576,1062,351,1,0,0,0,0,0,0,0,0,0,0,0,3,16,4,24,4,27,7,48,1,,
I'm lonely,0,0,0,0,0,0,0,112809,4182,337,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
@LaurenTaylorSD I love you&#44; Lauren! You're so talented and gorgeous. Would you mind replying to me?! It'd mean the world.,1,0,0,1,1,1,0,71802,944,1238,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
MACRI COULD YOU PLASE STOP TAKING PICTURES OF YOURSELF WITH THE PRESIDENCIAL STICK CRISTINA IS GOING TO THE HOSPITAL,0,0,0,1,1,1,0,13765,721,600,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,6,1,,
#QuickAbWorkout 20 push ups. 1 min rest. Then 20 crunches. 1 min rest. Do that set 5 times.,0,1,0,0,0,0,0,16566,2463,3724,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,,
I bless you with these vocals https://t.co/r0C7yfoCx3,0,0,0,0,0,0,0,13988,2192,674,7,0,0,0,0,0,0,0,0,0,0,0,4,5,8,14,14,23,59,88,1,,
Yeaaaaa boiiii!!!! @erichorton12 😤😤👌🏼 https://t.co/azEAqNQqSW,1,0,1,0,0,0,0,21587,653,370,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,0,,
"@EverfreeNW Nobody can do ""being the @TrotCon Twitter"" the way the TrotCon Twitter does it. Don't even try :P",2,0,0,1,1,1,0,5667,1181,1017,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,4,0,,
@kutiecleremover @Shafaaaholic thank you kutie!! love you too 😀,2,0,0,1,1,1,0,28060,715,321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,,
@PublicEnemyFTP @MrChuckD @DjLORDofficial @FlavorFlav THANK YOU FOR BEING THE BEST! Fantastic night unforgettable !!!! #Wembley,4,1,0,1,1,0,0,14155,1708,2063,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,8,1,,
Tell someone that they are beautiful and watch them begin to shine...,0,0,0,0,0,0,0,873,6272,6245,58,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,,
The disrespect people have towards service economy workers is gross. We really need to flip our culture.,0,0,0,0,0,0,0,39901,1635,1553,78,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,5,0,,
So proud of @_trevornolan for appearing at No.6 in this Daily Edge list https://t.co/d3yoWSeTGe,1,0,0,0,0,0,0,48364,2273,924,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
Hey #twd peeps I'm seeing a concert at the cdc tonight. @TWD_Locations @WalkrStalkrCon @WalkingDead_AMC @nerdist https://t.co/rb3MsQ54UY,4,1,0,0,0,0,0,6405,556,826,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,16,1,,
There are hundreds of people at the Pac-12 Championship. Hundreds!  https://t.co/ADKlZ0RL2O https://t.co/Yiax72eZSd,0,0,1,0,0,0,0,35864,4147,865,262,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,6,6,7,7,1,,
shownu becomes a bronybronu,0,0,0,0,0,0,0,106560,634,549,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,,
there's no need to have people in your life if all they do is bring you down,0,0,0,0,0,0,0,20353,764,675,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,4,5,5,0,,
android emojis are so ugly lol,0,0,0,0,0,0,0,33230,1154,310,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,,
He also has a bike helmet clipped to his belt that keeps smacking me in the side,0,0,0,1,1,1,0,17947,4309,1671,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,6,0,6,1,,
Raptors got hit with the R.I.C.O.,0,0,0,0,0,0,0,15636,1538,209,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,5,0,,
4/5 RYDERS!!!!!!!! The boys are back!!!!😁😁😜😜😎😎 https://t.co/GohakRE4W2,0,0,0,0,0,0,0,1503,3500,893,9,0,0,0,0,0,0,0,0,0,0,0,7,13,9,17,10,17,15,30,1,,
@camilacabello97 THAT PUPPY MONKEY SEE YOU WANT HAPPY. https://t.co/zJdXgxn19x,1,0,0,1,1,1,0,13145,1376,821,3,0,0,0,0,0,0,0,0,0,0,0,2,14,2,14,2,14,1,14,1,,
@LailaLalami @cjwerleman Islam is the religion of State. Implicated whether they like it or not. Government allows sharia courts to exist.,2,0,0,1,1,1,0,9240,1147,1156,42,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,2,0,,
Look who joined my collection https://t.co/teskxNL7o7,0,0,0,0,0,0,0,43385,2097,476,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,,
Amazon prime and sexy time?😂😏😉😂,0,0,0,0,0,0,0,2650,13892,9069,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,10,1,13,1,,
Check it out https://t.co/XJUFP85xnx 👍❤️🎮 https://t.co/IaJJMiDTQU,0,0,0,0,0,0,0,14285,35729,23969,17,0,0,0,0,0,0,0,0,0,0,0,2,8,4,12,4,15,5,21,1,,
Anybody who assumes somebody is doing something to compensate for a small penis&#44; should have to be fucked by that same penis.,0,0,0,0,0,0,0,624,1487,110,35,0,0,0,0,0,0,0,0,0,0,0,1,10,1,11,2,12,5,17,1,,
@SchulzeTeach Yum! Thanks for shopping with us&#44; Myriam :) ^SP,1,0,0,1,1,1,0,52363,188071,495,656,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,3,0,,
who the fuck needs christmas lights not me https://t.co/1tw9kCsbNk,0,0,0,0,0,0,0,433205,34134,29160,1292,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,3,7,3,9,1,,
After 8 years of a Democrat&#44; its usual to get a Republican President&#44; but this ensures it. @mundayc @BasimaFaysal @NickNchlsn @S_HansonYoung,4,0,0,1,1,1,0,207322,26734,29371,524,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,3,2,4,0,,
Watch the movie free: https://t.co/KAr8JPL9Y1Sexy lesbians Danika and Eve Angel's hot foot play https://t.co/n04Q1WMwBS,0,0,0,0,0,0,1,45168,46640,38801,113,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
the signs as all caps lyrics libra https://t.co/Ci3cAWryck,0,0,0,0,0,0,0,3332,3030,153,10,0,0,0,0,0,0,0,0,0,0,0,8,8,11,9,11,10,18,19,1,,
I get emotional when watching this drama&#44; i have a lover.,0,0,0,0,0,0,0,24136,951,560,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,6,1,,
Goats milked&#44; eggs collected&#44; laundry done&#44; 5 lbs carrots peeled &amp; chopped. It's time to sit down and relax a bit. https://t.co/aGn1Iosis6,0,0,0,0,0,0,0,59398,6171,3589,254,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
I'm in agony Aunt mode - anyone need help?,0,0,0,0,0,0,0,15457,607,484,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
"Nothing says ""the magic of Disney"" quite like whatever the hell this is https://t.co/xtIdL81T0c",0,0,0,0,0,0,0,11198,2274,821,95,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
@realDonaldTrump I wonder if you'll ever say anything sensible,1,0,0,1,1,1,0,42375,15268,3694,286,0,0,0,0,0,0,0,0,0,0,0,2,10,2,28,5,34,16,87,1,,
he's just a crush so idc,0,0,0,0,0,0,0,56342,9500,1661,71,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
Took a time machine back to 1988 and I'm in vanilla cream soda heaven. Now at @worldmarket! https://t.co/Co0uusNMVp,1,0,0,0,0,0,0,6009,966,559,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,14,4,21,1,,
People are out having a good time getting drunk etc and there's me just doing step 2 on the pot noodle instructions.,0,0,0,0,0,0,0,15001,798,171,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,,
"Most of my tweets are either ""I wish"" or ""I want"" or me complaining.",0,0,0,0,0,0,0,31944,631,320,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,,
@realDonaldTrump HE NEEDS TO,1,0,0,1,1,1,0,68339,1116,679,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,2,16,1,,
what does this have to do with Kermit the Frog? https://t.co/Duc2aiOeK0,0,0,0,0,0,0,0,76469,1588,1093,15,0,0,0,0,0,0,0,0,0,0,0,3,1,4,5,5,6,6,9,1,,
@paulscoines @TheGoonerette Ahahahahahah rattled the fuck out of him. 😂,2,0,0,1,1,1,0,26003,17839,250,109,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Tech N9ne - Am I A Psycho? (Feat. B.o.B and Hopsin) - Official Music Video https://t.co/kExYkCOUJe via @YouTube,1,0,0,0,0,0,0,4092,1590,5001,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,,
This is fascinating. https://t.co/hcUjgtxect,0,0,1,0,0,0,0,4000,812,631,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,,
@BR3NDA this tweet brought to you by parent winding new wire into an electromagnet.,1,0,0,1,1,1,0,83864,5010,1938,315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3,0,,
Lots of feistiness but no goals yet #LetsGoCheckers https://t.co/FFvGxr1Ir2,0,1,0,0,0,0,0,14976,20410,3748,592,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
the signs as all caps lyrics scorpio https://t.co/H1npeDCavc,0,0,0,0,0,0,0,3333,3031,153,10,0,0,0,0,0,0,0,0,0,0,0,7,2,7,3,8,6,20,23,1,,
@jaaayla_ but I mean at least it's not drugs,1,0,0,1,1,1,0,28857,2245,670,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
how many of a hundred thingswould float mouth to tongueeye to fingers or heart to inviteseduction yet not being you fail#PoemCrawl,0,1,0,0,0,0,0,15315,607,382,58,0,0,0,0,0,0,0,0,0,0,0,1,5,1,7,1,7,5,16,1,,
that chocolate tho 😍🙄🍫,0,0,0,0,0,0,0,28358,4100,3967,8,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,,
Fern just reminded me that no one has drawn Jupiter and Neptune shotgunning and like&#44; rude??????,0,0,0,0,0,0,0,86915,7699,333,204,0,0,0,0,0,0,0,0,0,0,0,0,12,0,21,0,26,0,28,1,,
.@TerriGreenUSA @GinnyQuaglia Yea&#44; we could say the same thing about many R's too.  No character&#44; no integrity #LeadershipFailures,2,1,0,1,1,1,0,33416,4823,4851,92,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
#Scorpio's find it hard to forgive others.,0,1,0,0,0,0,0,17402,4265,4111,7,0,0,0,0,0,0,0,0,0,0,0,3,2,5,4,5,4,11,14,1,,
taeyeon is so weird pt 2 but she's cute  https://t.co/tbNAnN5gyX,0,0,0,0,0,0,0,8059,537,224,6,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,0,,
@King_Extruh @ALECKYeS you the MVP😎,2,0,0,1,1,1,0,8950,550,276,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
If you don't know&#44; this is literally what my house sounds like everyday. Especially when there's family over. https://t.co/PzJ7wodH4I,0,0,1,0,0,0,0,16193,868,1112,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,0,,
"@dudemarls ""what if I go without you?""  https://t.co/nSl5tyHpfA",1,0,1,1,1,0,0,23140,727,375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
There should be a universal law that says if you have an A in the class&#44; you should not have to take the final.,0,0,0,1,1,1,0,37857,720,543,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,,
Me opening up to someone. https://t.co/EEc7G60Zag,0,0,0,0,0,0,0,8911,17574,9868,441,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,2,0,,
Uhhhh. Because it is you fucking morons. &amp;Btw everyone joined nra &amp;bought guns after your #WhatIsisWants editorial  https://t.co/aufdAdk79d,0,1,1,0,0,0,0,173260,24181,18296,839,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Aa far as I know&#44; totally legal  https://t.co/0tqJYpYWMI,0,0,1,0,0,0,0,152527,45961,1289,1349,0,0,0,0,0,0,0,0,0,0,0,2,7,2,8,2,8,2,8,1,,
The cutest bff ever 💚 #GoWhite  https://t.co/nCrxjL1dlF,0,1,1,0,0,0,0,3600,690,326,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
If you shoot for the stars&#44; you'll at least hit the moon https://t.co/pbvKkHkekv &lt;&lt;,0,0,0,0,0,0,0,3788,71654,62093,298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,,
"Would seem pretty unlikely for the Cubs then. Too many options to ""overwhelm"" for Ross. https://t.co/zDPfXWn1Fd",0,0,1,0,0,0,0,86884,6100,3054,333,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,,
Game Summary: Warriors played badly on the road&#44; missing two starters&#44; should have lost. Didn't. 21-0.,0,0,0,0,0,0,0,52400,21808,687,438,0,0,0,0,0,0,0,0,0,0,0,16,26,17,28,18,28,19,30,1,,
Watching Elf at Lanna's because it's THE BEST CHRISTMAS MOVIE EVER,0,0,0,0,0,0,0,40440,2322,1199,15,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,4,0,,
Some people don't know what it means to be happytruly I believe it's just loving&amp;not holding a grudge on you for the mistakes you've made,0,0,0,0,0,0,0,24964,889,1229,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
Why do people care about how short my dress is ur not wearing it!!!!,0,0,0,0,0,0,0,15865,525,264,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,9,1,,
its not like im dropping yixing&#44; or plan to drop him&#44; ever&#44; its just weird having another person who I feel like that for,0,0,0,1,1,1,0,39564,981,189,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,,
Just danced in my first recital in 30+ years!!  ¡Olé! https://t.co/k2gdMGYHeq,0,0,0,0,0,0,0,11440,516,596,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,5,0,,
Leicester City has put Leicester on the map,0,0,0,0,0,0,0,18909,1091,1264,4,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
@Kitaalexander first live review from Friday night https://t.co/nm1hgcUtYz with #JarrydJames and #MegMac,1,2,0,1,1,0,0,2220,538,621,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
[3] Last night's rendezvous with FuBu https://t.co/qTMQEoXb6X,0,0,0,0,0,0,0,2424,940,623,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,3,0,,
Happy birthday Jon! https://t.co/q2jLoZVQik,0,0,1,0,0,0,0,8429,16278,539,237,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,3,0,,
Me: I hate Christmas Donald Trump: me too Me: https://t.co/Byy7UydOWy,0,0,1,0,0,0,0,18536,547,770,3,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,2,4,5,0,,
Hey Guys tommorrow is Sunday!! You know I like to have Sunday discussions #Live where we get a very touchy topic... https://t.co/ttxROa3WiV,0,1,0,0,0,0,0,3322,20094,382,78,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,2,3,0,,
Had a terrible day today&#44; but I'm sure everyone did with those results today! - onwards and upwards tomorrow&#44; will look to make amends 👍🏼,0,0,0,0,0,0,0,2805,6100,4576,57,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Please stop hurting  me,0,0,0,0,0,0,0,15661,684,169,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,0,6,1,,
I love how @realDonaldTrump always tweets about ppl reporting non truths on him. Everything he says is a twisted version of the truth.,1,0,0,0,0,0,0,29099,2173,995,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,,
Damn it weber..... Who's side are you on?,0,0,0,0,0,0,0,6755,765,708,13,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1,4,1,4,0,,
if you don't love this video we can't be friends https://t.co/TJYk7tQwEb,0,0,0,0,0,0,0,70497,6679,168,143,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,,
Lmfao Easton West 😂😭 East and West. I'm about to pass out. https://t.co/HD29M9ivBy,0,0,1,0,0,0,1,179060,6010,3425,73,0,0,0,0,0,0,0,0,0,0,0,9,4,10,4,10,5,14,7,1,,
100-0 real fucking quick https://t.co/vVmdcl4SJZ,0,0,1,0,0,0,0,18401,10936,12022,11,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,3,2,3,0,,
Before my #Workout fuel #Fruits @ Xsport Fitness https://t.co/TyBP4BNeS4,0,2,0,0,0,0,0,26730,1239,660,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,0,,
LISTEN: The Phenom Cartel – “In The Way” @ThePhenomCartel  https://t.co/ME3DkHcU5M,1,0,0,0,0,0,0,28886,111917,24883,94,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,4,0,,
@OneDrecti0nFans NIALL &amp; ME,1,0,0,1,1,1,0,23455,2546,2525,8,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,3,3,5,0,,
Someone who doesn't take themselves so seriously! Sports injuries are unfortunate. Not life-ending-level traumatic. https://t.co/d0euNXjvpT,0,0,1,0,0,0,0,26760,11838,1194,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,,
when u think ur getting pulled over but the police next to you just saw you crying at the stop light &amp; wanted to see if you were okay 😅💗💗💗,0,0,0,0,0,0,0,29376,1023,532,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,16,0,22,1,,
My attitude today is fuck it&#44; and fuck you.,0,0,0,0,0,0,0,7010,743,1918,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,,
Starting on the secret project later tonight @FLitz,1,0,0,0,0,0,0,81396,2104,400,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,5,0,,
Please share your fav’s with me !!  https://t.co/zhTCJJpPq4,0,0,1,0,0,0,0,4396,26162,1061,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,,
I worry more about my cat coming home than a text back from bae 🙄,0,0,0,0,0,0,0,2841,566,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,
Before you say you mine I was yours already,0,0,0,0,0,0,0,16415,6564,6465,6,0,0,0,0,0,0,0,0,0,0,0,6,3,10,4,10,8,9,8,1,,
Good Morning. Have a super Sunday :) https://t.co/ES5Vv2jbSa,0,0,0,0,0,0,0,95925,38294,556,244,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,3,1,3,0,,
nobody asked fatty  https://t.co/BuS3phaqCJ,0,0,1,0,0,0,0,88041,7097,396,57,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,1,,
Out of these four teams who do you think will win super league 2016 league leaders shield? #rugby #poll #WhoIsKing,0,3,0,0,0,0,0,315,596,1540,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,
👇🏼Soon&#44; this will be everyone of us who tweets #truth! Hey @twitter&#44; #FreeSpeech! #FreeRWSurferGirl! #tcot https://t.co/0ZuoM8u1PJ,1,4,1,0,0,0,0,37100,13313,12878,157,0,0,0,0,0,0,0,0,0,0,0,7,6,9,6,9,7,33,22,1,,
2-2 Habs in the 2nd! We need a 3rd. Go Habs go!,0,0,0,0,0,0,0,14403,3524,3587,38,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
@50shadesgirlpdx It is an Acne Studios jacket from Barneys NY! Thanks to @ADGFashionStyle!,2,0,0,1,1,1,0,29281,5844,541,35,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,,
If the sex is good &#44; she's probably crazy,0,0,0,0,0,0,0,40194,3560,2711,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,,
Bill Snyder is pleased with the never-give-up spirit exuded by Kansas State football during a gueling regular season https://t.co/NGnWY35qaR,0,0,0,0,0,0,0,88434,14476,1659,343,0,0,0,0,0,0,0,0,0,0,0,4,34,4,40,8,46,10,62,1,,
The band just played John Cenas theme song at the Iowa game lol #wwe #Hawkeyes,0,2,0,0,0,0,0,4691,4597,414,111,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
Why do I work for you? https://t.co/gVskRLfIgY,0,0,1,0,0,0,0,31544,2868,304,10,0,0,0,0,0,0,0,0,0,0,0,2,6,2,7,2,7,2,7,1,,
is this more? #50tonsnotelecine https://t.co/QQFFvEC3ig,0,1,0,0,0,0,0,46552,3112,774,12,0,0,0,0,0,0,0,0,0,0,0,7,6,7,6,8,6,9,7,1,,
the weeknd &amp; Bryson tiller have me all up in my feels tn lol,0,0,0,0,0,0,0,17325,16897,52,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,,
Crowell 62 Borden County 32 in 3rd,0,0,0,0,0,0,0,26089,6704,0,116,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,3,0,,
we're leaving by 10 but i havent changed yet because H A I K Y U U,0,0,0,0,0,0,0,50143,772,501,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,5,0,,
I'm working hard to prove to you and myself that I've changed and am a better person.,0,0,0,0,0,0,0,9298,701,435,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,,
